Input,UnstructuredText,StructuredText,Material,Colour,Weight,Volume,Length,Width,Height,Parts
"Milwaukee 48 22 7224 48227224 Aluminium Pipe Wrench-24 Inch, Red/Black/Silver
Brand Milwaukee
Item dimensions L x W x H 74.4 x 19.1 x 5.3 centimetres
Material Aluminium
Head style Fixed Square
Weight 1 Kilograms
Overbite jaw for secure grip on pipes and fittings
Dual Coil springs for maximum durability and tool life
Ergonomic handle for maximum comfort, won't dig into the palm
Hardened jaws for increased durability and better grip
Lanyard hole
Manufacturer Milwaukee
Part Number 48 22 7224
Product Dimensions 74.42 x 19.05 x 5.33 cm; 1 Kilograms
Item model number 48 22 7224
Colour Red/Black/Silver
Material Aluminium
Item Package Quantity 1
Number Of Pieces 1
Head Style Fixed Square
Measurement System Metric
Included Components 1 x Milwaukee Aluminium Pipe Wrench
Batteries included? No
Batteries Required? No
Item Weight 1 kg
","Milwaukee 48 22 7224 48227224 Aluminium Pipe Wrench-24 Inch, Red/Black/Silver
Overbite jaw for secure grip on pipes and fittings
Dual Coil springs for maximum durability and tool life
Ergonomic handle for maximum comfort, won't dig into the palm
Hardened jaws for increased durability and better grip
Lanyard hole
","Brand Milwaukee
Item dimensions L x W x H 74.4 x 19.1 x 5.3 centimetres
Material Aluminium
Head style Fixed Square
Weight 1 Kilograms
Manufacturer Milwaukee
Part Number 48 22 7224
Product Dimensions 74.42 x 19.05 x 5.33 cm; 1 Kilograms
Item model number 48 22 7224
Colour Red/Black/Silver
Material Aluminium
Item Package Quantity 1
Number Of Pieces 1
Head Style Fixed Square
Measurement System Metric
Included Components 1 x Milwaukee Aluminium Pipe Wrench
Batteries included? No
Batteries Required? No
Item Weight 1 kg
",metal,red,1kg,other,74.4,19.1,5.3,handle
"BRILLIANT TOOLS BT141901 1/2 Inch Torque Wrench with Rotary Knob Reversible Ratchet Head, 20 - 200 Nm [Powered by KS Tools]
Brand BRILLIANT TOOLS
Item dimensions L x W x H 49 x 6 x 5 centimetres
Head style Fixed Square
+/- 3% triggering accuracy
Fine adjustment thanks to micrometer scale
Reversible 1/2 inch square head
A quality tool powered by KS Tools
Manufacturer KS-Tools Werkzeuge-Maschine
Part Number BT141901
Product Dimensions 49 x 6 x 5 cm; 1.34 Kilograms
Item model number BT141901
Size 1/2 Zoll
Colour Black / Blue [Powered By Ks Tools]
Style Torque wrench.
Item Package Quantity 1
Head Style Fixed Square
Included Components Torque wrench
Batteries Required? No
Item Weight 1.34 kg
","BRILLIANT TOOLS BT141901 1/2 Inch Torque Wrench with Rotary Knob Reversible Ratchet Head, 20 - 200 Nm [Powered by KS Tools]
+/- 3% triggering accuracy
Fine adjustment thanks to micrometer scale
Reversible 1/2 inch square head
A quality tool powered by KS Tools
","Brand BRILLIANT TOOLS
Item dimensions L x W x H 49 x 6 x 5 centimetres
Head style Fixed Square
Manufacturer KS-Tools Werkzeuge-Maschine
Part Number BT141901
Product Dimensions 49 x 6 x 5 cm; 1.34 Kilograms
Item model number BT141901
Size 1/2 Zoll
Colour Black / Blue [Powered By Ks Tools]
Style Torque wrench.
Item Package Quantity 1
Head Style Fixed Square
Included Components Torque wrench
Batteries Required? No
Item Weight 1.34 kg
",other,black,1.34kg,other,49,6,5,knob
"HAUTMEC Double-Ended 1/2-3/4-inch BSP Basin Wrench PL7261705
Brand HAUTMEC
Item dimensions L x W x H 25.8 x 0.8 x 2.2 centimetres
Material Metal
Operation mode Mechanical
Designed for use with lavatory and basin nuts
For use on back nuts and unions in horizontal or vertical confined areas
Manufactured from froged robust carbon steel for longevity
Double ended and fixed position
Lightweight design
Manufacturer SUOBO TOOLS
Part Number PL7261705
Product Dimensions 25.8 x 0.8 x 2.2 cm; 460 Grams
Manufacturer reference PL7261705
Material Metal
Item Package Quantity 1
Batteries included? No
Batteries Required? No
Item Weight 460 g
","HAUTMEC Double-Ended 1/2-3/4-inch BSP Basin Wrench PL7261705
Designed for use with lavatory and basin nuts
For use on back nuts and unions in horizontal or vertical confined areas
Manufactured from froged robust carbon steel for longevity
Double ended and fixed position
Lightweight design
","Brand HAUTMEC
Item dimensions L x W x H 25.8 x 0.8 x 2.2 centimetres
Material Metal
Operation mode Mechanical
Manufacturer SUOBO TOOLS
Part Number PL7261705
Product Dimensions 25.8 x 0.8 x 2.2 cm; 460 Grams
Manufacturer reference PL7261705
Material Metal
Item Package Quantity 1
Batteries included? No
Batteries Required? No
Item Weight 460 g
",metal,other,460g,other,25.8,0.8,2.2,other
"ACDelco ARM601-4 1/2"" Digital Torque Wrench with Buzzer (9.9 to 99 ft-lbs.), with Vibration & Flash Notification - ISO 6789 Standards with Certificate of Calibration
Brand ACDelco Tools
Item dimensions L x W x H 38 x 38 x 432 millimetres
Material Metal
Head style Fixed Square
Item torque 148 Foot Pounds
[Advanced Technology]: 9.9 to 99 foot pounds torque range with LED flashing / vibration / buzzer alarm when torque is reached. Easy to read LCD display with measurements (kg-cm, N-m, in-lb. ft-lb)
[Multiple Setting Functions]: Torque, Measurement, and, Peak & Trace, Mode Settings. (Torque setting range: 10% of max torque value. Measuring range: 4 to 99 ft-lbs. )
[High Accuracy]: 2% clockwise 3% CCW of indicated value, CW, from 20% to 100% of full scale.
[Quality Assurance]: Meets or exceeds ASME B107. 14-2004, ISO 6789 standards, individually serialized with matching certificate of calibration traceable to N. I. S. T.
Uses 2x AAA Batteries. One-year limited manufacturer warranty
Manufacturer Durofix Inc.
Part Number ARM601-4
Product Dimensions 3.81 x 3.81 x 43.18 cm; 1.76 Kilograms
Batteries 2 AAA batteries required. (included)
Item model number ARM601-4
Size 1/2"" Square
Colour Red
Material Metal
Pattern 1/2"" (9.9 to 99 ft-lbs.)
Power Source Battery Powered
Torque 148 Foot Pounds
Item Package Quantity 1
Head Style Fixed Square
Number of handles 1
Measurement System Inch
Included Components 1
Batteries included? Yes
Batteries Required? Yes
Battery Cell Type Alkaline
Item Weight 1.76 kg
","ACDelco ARM601-4 1/2"" Digital Torque Wrench with Buzzer (9.9 to 99 ft-lbs.), with Vibration & Flash Notification - ISO 6789 Standards with Certificate of Calibration
[Advanced Technology]: 9.9 to 99 foot pounds torque range with LED flashing / vibration / buzzer alarm when torque is reached. Easy to read LCD display with measurements (kg-cm, N-m, in-lb. ft-lb)
[Multiple Setting Functions]: Torque, Measurement, and, Peak & Trace, Mode Settings. (Torque setting range: 10% of max torque value. Measuring range: 4 to 99 ft-lbs. )
[High Accuracy]: 2% clockwise 3% CCW of indicated value, CW, from 20% to 100% of full scale.
[Quality Assurance]: Meets or exceeds ASME B107. 14-2004, ISO 6789 standards, individually serialized with matching certificate of calibration traceable to N. I. S. T.
Uses 2x AAA Batteries. One-year limited manufacturer warranty
","Brand ACDelco Tools
Item dimensions L x W x H 38 x 38 x 432 millimetres
Material Metal
Head style Fixed Square
Item torque 148 Foot Pounds
Manufacturer Durofix Inc.
Part Number ARM601-4
Product Dimensions 3.81 x 3.81 x 43.18 cm; 1.76 Kilograms
Batteries 2 AAA batteries required. (included)
Item model number ARM601-4
Size 1/2"" Square
Colour Red
Material Metal
Pattern 1/2"" (9.9 to 99 ft-lbs.)
Power Source Battery Powered
Torque 148 Foot Pounds
Item Package Quantity 1
Head Style Fixed Square
Number of handles 1
Measurement System Inch
Included Components 1
Batteries included? Yes
Batteries Required? Yes
Battery Cell Type Alkaline
Item Weight 1.76 kg
",metal,red,1.76kg,other,3.81,3.81,43.18,handle;led
"RIDGID 31320 C-18 Heavy-Duty Chain Pipe Wrench, 2-1/2-inch Chain Wrench
Brand RIDGID
Item dimensions L x W x H 48.5 x 9.4 x 7.6 centimetres
Material Alloy Steel
Head style Fixed Square
Weight 1 Kilograms
Chain wrench designed with a double jaw for fast, ratchet-like action in either direction
Replaceable, tough alloy steel jaws help to extend the life of this RIDGID chain wrench
Ideal for extremely tight work areas where other pipe wrenches won't fit
2-1/2-inch (60 mm) rated pipe capacity, 5-inch (125 mm) actual outer diameter capacity and 20-1/4-inch (500 mm) chain length
RIDGID covers its products with a lifetime warranty against defects in material or workmanship for the life of the tool
","RIDGID 31320 C-18 Heavy-Duty Chain Pipe Wrench, 2-1/2-inch Chain Wrench
Chain wrench designed with a double jaw for fast, ratchet-like action in either direction
Replaceable, tough alloy steel jaws help to extend the life of this RIDGID chain wrench
Ideal for extremely tight work areas where other pipe wrenches won't fit
2-1/2-inch (60 mm) rated pipe capacity, 5-inch (125 mm) actual outer diameter capacity and 20-1/4-inch (500 mm) chain length
RIDGID covers its products with a lifetime warranty against defects in material or workmanship for the life of the tool
","Brand RIDGID
Item dimensions L x W x H 48.5 x 9.4 x 7.6 centimetres
Material Alloy Steel
Head style Fixed Square
Weight 1 Kilograms
",metal,other,1kg,other,48.5,9.4,7.6,other
"RIDGID 31075 Model E-18 Heavy-Duty 18 inch End Pipe Plumbing Wrench
Brand RIDGID
Item dimensions L x W x H 40.6 x 10.9 x 4.6 centimetres
Head style Fixed Square
Weight 0.1 Kilograms
Assures a fast and easy grip for pipe working in restricted spaces or close to a wall
Provides a faster, easier way to get a grip and long handle swing
Ideal for pipe work close to a wall, in tight quarters or in closely-spaced parallel lines
Pipe capacity: 2 1/2"" (65 mm), Length: 18"" (450 mm)
","RIDGID 31075 Model E-18 Heavy-Duty 18 inch End Pipe Plumbing Wrench
Assures a fast and easy grip for pipe working in restricted spaces or close to a wall
Provides a faster, easier way to get a grip and long handle swing
Ideal for pipe work close to a wall, in tight quarters or in closely-spaced parallel lines
Pipe capacity: 2 1/2"" (65 mm), Length: 18"" (450 mm)
","Brand RIDGID
Item dimensions L x W x H 40.6 x 10.9 x 4.6 centimetres
Head style Fixed Square
Weight 0.1 Kilograms
",other,other,0.1kg,other,40.6,10.9,4.6,handle
"Sealey STW907 3/4"" Sq Drive Torque Wrench Micrometer Style 160-800Nm-Calibrated
Brand Sealey
Item dimensions L x W x H 114 x 6 x 21 centimetres
Material Chrome Vanadium Steel
Head style Fixed Square
Weight 8.56 Kilograms
Range: 160-800Nm.
Flip reverse Chrome Vanadium steel ratchet head with smooth action mechanism.
Scales graduated in both Nm and lb.ft.
Calibration tolerance in accordance with BS EN ISO 6789-1:2017.
Wrenches are individually tested to standards with ±4% accuracy and each wrench is issued with an individually numbered test certificate.
Manufacturer Sealey
Part Number STW907
Product Dimensions 114 x 6 x 21 cm; 8.56 Kilograms
Item model number STW907
Material Chrome Vanadium Steel
Item Package Quantity 1
Head Style Fixed Square
Included Components Torque Wrench Micrometer Style 3/4""Sq Drive 160-800Nm - Calibrated
Batteries Required? No
Item Weight 8.56 kg
","Sealey STW907 3/4"" Sq Drive Torque Wrench Micrometer Style 160-800Nm-Calibrated
Range: 160-800Nm.
Flip reverse Chrome Vanadium steel ratchet head with smooth action mechanism.
Scales graduated in both Nm and lb.ft.
Calibration tolerance in accordance with BS EN ISO 6789-1:2017.
Wrenches are individually tested to standards with ±4% accuracy and each wrench is issued with an individually numbered test certificate.
","Brand Sealey
Item dimensions L x W x H 114 x 6 x 21 centimetres
Material Chrome Vanadium Steel
Head style Fixed Square
Weight 8.56 Kilograms
Manufacturer Sealey
Part Number STW907
Product Dimensions 114 x 6 x 21 cm; 8.56 Kilograms
Item model number STW907
Material Chrome Vanadium Steel
Item Package Quantity 1
Head Style Fixed Square
Included Components Torque Wrench Micrometer Style 3/4""Sq Drive 160-800Nm - Calibrated
Batteries Required? No
Item Weight 8.56 kg
",metal,other,8.56kg,other,114,6,21,other
"KNIPEX Torque Wrench with driving square, reversible 1000V-insulated (290 mm) 98 33 25
Brand KNIPEX
Item dimensions L x W x H 38.5 x 8.5 x 5.5 centimetres
Head style Fixed Square
Weight 1.32 Pounds
Reversible for tightening of lefthanded threads
Lockable torque adjustment
Adjustable in steps of 0.25 Nm
Easy and secure locking of attached sockets due to screw lock
Calibration certificate included
Manufacturer Knipex
Part Number 98 33 25
Product Dimensions 38.51 x 8.51 x 5.51 cm; 600.1 Grams
Item model number 98 33 25
Size 3/8-Inch
Colour Multi-colour
Item Package Quantity 1
Number Of Pieces 1
Head Style Fixed Square
Measurement System Metric
Included Components 1 x Torque Wrenches
Batteries included? No
Batteries Required? No
Item Weight 600 g
","KNIPEX Torque Wrench with driving square, reversible 1000V-insulated (290 mm) 98 33 25
Reversible for tightening of lefthanded threads
Lockable torque adjustment
Adjustable in steps of 0.25 Nm
Easy and secure locking of attached sockets due to screw lock
Calibration certificate included
","Brand KNIPEX
Item dimensions L x W x H 38.5 x 8.5 x 5.5 centimetres
Head style Fixed Square
Weight 1.32 Pounds
Manufacturer Knipex
Part Number 98 33 25
Product Dimensions 38.51 x 8.51 x 5.51 cm; 600.1 Grams
Item model number 98 33 25
Size 3/8-Inch
Colour Multi-colour
Item Package Quantity 1
Number Of Pieces 1
Head Style Fixed Square
Measurement System Metric
Included Components 1 x Torque Wrenches
Batteries included? No
Batteries Required? No
Item Weight 600 g
",other,other,600g,other,38.5,8.5,5.5,lock
"Teng 4006 380mm 15-inch Adjustable Wrench
Brand Teng
Item dimensions L x W x H 17 x 100 x 370 millimetres
Material Chrome Vanadium Steel
Weight 1.25 Kilograms
Graduated jaw markings
15° jaw angle for use in narrow spaces
Wide jaw opening
Non-protruding on moveable jaw end
Comfortable handle
Manufacturer Teng
Part Number 4006
Product Dimensions 1.7 x 10.01 x 36.98 cm; 1.25 Kilograms
Item model number TEN4006
Material Chrome Vanadium Steel
Item Package Quantity 1
Batteries included? No
Batteries Required? No
Item Weight 1.25 kg
","Teng 4006 380mm 15-inch Adjustable Wrench
Graduated jaw markings
15° jaw angle for use in narrow spaces
Wide jaw opening
Non-protruding on moveable jaw end
Comfortable handle
","Brand Teng
Item dimensions L x W x H 17 x 100 x 370 millimetres
Material Chrome Vanadium Steel
Weight 1.25 Kilograms
Manufacturer Teng
Part Number 4006
Product Dimensions 1.7 x 10.01 x 36.98 cm; 1.25 Kilograms
Item model number TEN4006
Material Chrome Vanadium Steel
Item Package Quantity 1
Batteries included? No
Batteries Required? No
Item Weight 1.25 kg
",metal,other,1.25kg,other,1.7,10.01,36.98,handle
"NorTorque®340 Adjustable Dual Scale Ratchet Torque Wrench 1/2in Drive
Brand Norbar
Item dimensions L x W x H 8.2 x 72.7 x 7.1 centimetres
Head style Fixed Square
Weight 1.55 Kilograms
Operation mode Mechanical
Proven reliable Norbar technology
Lightweight construction at just 2.06 Kgs
High performace for the home or tradesman
Manufacturer Norbar
Part Number 130106
Product Dimensions 8.2 x 72.69 x 7.11 cm; 1.55 Kilograms
Item model number 130106
Item Package Quantity 1
Head Style Fixed Square
Batteries included? No
Batteries Required? No
Item Weight 1.55 kg
","NorTorque®340 Adjustable Dual Scale Ratchet Torque Wrench 1/2in Drive
Proven reliable Norbar technology
Lightweight construction at just 2.06 Kgs
High performace for the home or tradesman
","Brand Norbar
Item dimensions L x W x H 8.2 x 72.7 x 7.1 centimetres
Head style Fixed Square
Weight 1.55 Kilograms
Operation mode Mechanical
Manufacturer Norbar
Part Number 130106
Product Dimensions 8.2 x 72.69 x 7.11 cm; 1.55 Kilograms
Item model number 130106
Item Package Quantity 1
Head Style Fixed Square
Batteries included? No
Batteries Required? No
Item Weight 1.55 kg
",other,other,1.55kg,other,8.2,72.7,7.1,other
"3/4"" Drive Commercial Quality Torque Wrench 140 - 980Nm CT4615
Manufacturer ESL
Head Style Fixed Square
","3/4"" Drive Commercial Quality Torque Wrench 140 - 980Nm CT4615
","Manufacturer ESL
Head Style Fixed Square
",other,other,other,other,other,other,other,other
"Norbar 15005 Torque Wrench Pro 300 Adjustable 'Mushroom' Head 1/2in Drive 60-300Nm
Brand Norbar
Item dimensions L x W x H 8 x 73.4 x 7 centimetres
Head style Fixed Square
Factory calibrated to +/-3% and our new mechanism ensures that the accuracy is retained for longer
Every wrench is supplied with a calibration certificate to satisfy the requirements of ISO 9000:2000
Ergonomic new handle with a high proportion of soft-feel, high grip material
Handle material and lens resist all chemicals in common automotive, industrial and aviation use
Secure push/pull locking mechanism is quick and intuitive to use and prevents accidental adjustment
Manufacturer Norbar
Part Number 15005
Product Dimensions 8 x 73.41 x 7.01 cm; 1.96 Kilograms
Item model number 15005
Item Package Quantity 1
Head Style Fixed Square
Batteries Required? No
Item Weight 1.96 kg
","Norbar 15005 Torque Wrench Pro 300 Adjustable 'Mushroom' Head 1/2in Drive 60-300Nm
Factory calibrated to +/-3% and our new mechanism ensures that the accuracy is retained for longer
Every wrench is supplied with a calibration certificate to satisfy the requirements of ISO 9000:2000
Ergonomic new handle with a high proportion of soft-feel, high grip material
Handle material and lens resist all chemicals in common automotive, industrial and aviation use
Secure push/pull locking mechanism is quick and intuitive to use and prevents accidental adjustment
","Brand Norbar
Item dimensions L x W x H 8 x 73.4 x 7 centimetres
Head style Fixed Square
Manufacturer Norbar
Part Number 15005
Product Dimensions 8 x 73.41 x 7.01 cm; 1.96 Kilograms
Item model number 15005
Item Package Quantity 1
Head Style Fixed Square
Batteries Required? No
Item Weight 1.96 kg
",other,other,1.96kg,other,8,73.4,7,handle;lock
"RIDGID 31360 Number 5 Aluminium Pipe Strap Wrench, 5-inch Capacity Adjustable Strap Wrench with 29-1/4-inch Strap
Brand RIDGID
Item dimensions L x W x H 48.8 x 8.6 x 7.4 centimetres
Finish type Polished
Weight 0.1 Kilograms
Operation mode Mechanical
Ideal for use on any polished pipe; provides a firm grip without scratching the pipe surface
Strong polyurethane-coated woven nylon strap provides a tight grip and is easily replaceable
Features an extra-long 18-inch (450 mm) handle length and 29-1/4-inch (750) strap length
5-inch (125 mm) pipe capacity and 7-inch (175 mm) actual outer diameter capacity
","RIDGID 31360 Number 5 Aluminium Pipe Strap Wrench, 5-inch Capacity Adjustable Strap Wrench with 29-1/4-inch Strap
Ideal for use on any polished pipe; provides a firm grip without scratching the pipe surface
Strong polyurethane-coated woven nylon strap provides a tight grip and is easily replaceable
Features an extra-long 18-inch (450 mm) handle length and 29-1/4-inch (750) strap length
5-inch (125 mm) pipe capacity and 7-inch (175 mm) actual outer diameter capacity
","Brand RIDGID
Item dimensions L x W x H 48.8 x 8.6 x 7.4 centimetres
Finish type Polished
Weight 0.1 Kilograms
Operation mode Mechanical
",metal,other,0.1kg,other,48.8,8.6,7.4,handle
"Professional Automatic Torque Wrench 1/2"" Drive 40-200nM Convex Lens Scale HEYNER Germany Torsiomatic
Brand HEYNER
Head style Fixed Square
Operation mode Mechanical
High quality automtic torque wrench 40-200nM 1/2
Drive left /right
Ideal for home & garage use & for heavy duty applications
Reversible with 48 teeth
Designed to prevent overtightening bolts
Manufacturer Heyner
Part Number HT348000
Package Dimensions 55.4 x 12.6 x 7.8 cm; 2 Kilograms
Manufacturer reference HT348000
Item Package Quantity 1
Head Style Fixed Square
Batteries included? No
Batteries Required? No
Item Weight 2 kg
","Professional Automatic Torque Wrench 1/2"" Drive 40-200nM Convex Lens Scale HEYNER Germany Torsiomatic
High quality automtic torque wrench 40-200nM 1/2
Drive left /right
Ideal for home & garage use & for heavy duty applications
Reversible with 48 teeth
Designed to prevent overtightening bolts
","Brand HEYNER
Head style Fixed Square
Operation mode Mechanical
Manufacturer Heyner
Part Number HT348000
Package Dimensions 55.4 x 12.6 x 7.8 cm; 2 Kilograms
Manufacturer reference HT348000
Item Package Quantity 1
Head Style Fixed Square
Batteries included? No
Batteries Required? No
Item Weight 2 kg
",other,other,2kg,other,55.4,12.6,7.8,other
"Stahlwille STW730N20 730N 40 - 200 Nm Torque Wrench - Silver
Brand Stahlwille
Item dimensions L x W x H 27 x 12 x 12 centimetres
Material Plastic
Weight 0.4 Kilograms
Fast, accurate setting thanks to Quick Select quick-action adjuster
Easy-to-read double scale with colour cod
Quick Release safety lock is available
Manufacturer Stahlwille Tools Ltd.
Part Number 730N/20
Product Dimensions 27 x 11.99 x 11.99 cm; 400 Grams
Item model number 730N/20
Size 200 Nm
Colour Silver/Black
Material Plastic
Thickness 200 Centimetres
Item Package Quantity 1
Number Of Pieces 1
Measurement System Metric
Measurement Accuracy +/-0.3
Included Components 1 x Stahlwille 730N Torque Wrench 40-200nm for 14 x 18 Insert Tools
Batteries included? No
Batteries Required? No
Item Weight 400 g
","Stahlwille STW730N20 730N 40 - 200 Nm Torque Wrench - Silver
Fast, accurate setting thanks to Quick Select quick-action adjuster
Easy-to-read double scale with colour cod
Quick Release safety lock is available
","Brand Stahlwille
Item dimensions L x W x H 27 x 12 x 12 centimetres
Material Plastic
Weight 0.4 Kilograms
Manufacturer Stahlwille Tools Ltd.
Part Number 730N/20
Product Dimensions 27 x 11.99 x 11.99 cm; 400 Grams
Item model number 730N/20
Size 200 Nm
Colour Silver/Black
Material Plastic
Thickness 200 Centimetres
Item Package Quantity 1
Number Of Pieces 1
Measurement System Metric
Measurement Accuracy +/-0.3
Included Components 1 x Stahlwille 730N Torque Wrench 40-200nm for 14 x 18 Insert Tools
Batteries included? No
Batteries Required? No
Item Weight 400 g
",plastic,black,400g,other,27,12,12,lock
"Bahco 1410 Pipe Wrench 325MM
Brand Bahco
Item dimensions L x W x H 28 x 28 x 18 centimetres
Material Alloy Steel
Head style Fixed Square
Weight 1 Pounds

Optimized design with narrower jaws gives better accessibility
Anti-rust treated high-alloy steel with induction hardened teeth
Patented progressive teeth for better grip

Manufacturer Bahco
Part Number BH1410
Product Dimensions 28 x 28 x 18 cm; 453.59 Grams
Item model number BAH1410
Size 325MM
Material Alloy Steel
Item Package Quantity 1
Number Of Pieces 1
Head Style Fixed Square
Included Components Components included
Batteries included? No
Batteries Required? No
Item Weight 454 g
","Bahco 1410 Pipe Wrench 325MM

Optimized design with narrower jaws gives better accessibility
Anti-rust treated high-alloy steel with induction hardened teeth
Patented progressive teeth for better grip

","Brand Bahco
Item dimensions L x W x H 28 x 28 x 18 centimetres
Material Alloy Steel
Head style Fixed Square
Weight 1 Pounds
Manufacturer Bahco
Part Number BH1410
Product Dimensions 28 x 28 x 18 cm; 453.59 Grams
Item model number BAH1410
Size 325MM
Material Alloy Steel
Item Package Quantity 1
Number Of Pieces 1
Head Style Fixed Square
Included Components Components included
Batteries included? No
Batteries Required? No
Item Weight 454 g
",metal,other,454g,other,28,28,18,other
"TEKTON 24340 1/2-Inch Drive Click Torque Wrench (25-250 ft.-lb./33.9-338.9 Nm)
Brand TEKTON
Item dimensions L x W x H 66 x 7.6 x 6.4 centimetres
Material Metal
Head style Fixed Square
Item torque 250 Foot Pounds

Wrench emits a click that can be heard and felt when the preset value is reached
High-contrast dual-range scale is easy to read, even in low light
Reversible ratchet head drives in both directions and measures torque in clockwise direction
Durable all-steel construction has no plastic parts to break or wear out
Ships pre-calibrated to +/- 4% accuracy and ready to use

Manufacturer TEKTON
Part Number 24340
Product Dimensions 66.04 x 7.62 x 6.35 cm; 2.45 Kilograms
Item model number 24340
Size 1/2 Inch Drive (25-250 ft.-lb.)
Colour Basic Pack
Style 25-250 ft.-lb.
Material Metal
Pattern Wrench
Torque 250 Foot Pounds
Item Package Quantity 1
Number Of Pieces 1
Head Style Fixed Square
Number of handles 1
Measurement System Foot Pounds
Certification Certified frustration-free
Included Components Storage case, Product manual with torque conversion chart, 1-pc. 1/2 in. drive torque wrench
Batteries included? No
Batteries Required? No
Item Weight 2.45 kg
","TEKTON 24340 1/2-Inch Drive Click Torque Wrench (25-250 ft.-lb./33.9-338.9 Nm)

Wrench emits a click that can be heard and felt when the preset value is reached
High-contrast dual-range scale is easy to read, even in low light
Reversible ratchet head drives in both directions and measures torque in clockwise direction
Durable all-steel construction has no plastic parts to break or wear out
Ships pre-calibrated to +/- 4% accuracy and ready to use

","Brand TEKTON
Item dimensions L x W x H 66 x 7.6 x 6.4 centimetres
Material Metal
Head style Fixed Square
Item torque 250 Foot Pounds
Manufacturer TEKTON
Part Number 24340
Product Dimensions 66.04 x 7.62 x 6.35 cm; 2.45 Kilograms
Item model number 24340
Size 1/2 Inch Drive (25-250 ft.-lb.)
Colour Basic Pack
Style 25-250 ft.-lb.
Material Metal
Pattern Wrench
Torque 250 Foot Pounds
Item Package Quantity 1
Number Of Pieces 1
Head Style Fixed Square
Number of handles 1
Measurement System Foot Pounds
Certification Certified frustration-free
Included Components Storage case, Product manual with torque conversion chart, 1-pc. 1/2 in. drive torque wrench
Batteries included? No
Batteries Required? No
Item Weight 2.45 kg
",metal,other,2.45kg,other,66,7.6,6.4,handle
"Norbar Torque Wrench 60-340Nm 1/2"" 15006
Manufacturer Norbar
Head Style Fixed Square
","Norbar Torque Wrench 60-340Nm 1/2"" 15006
","Manufacturer Norbar
Head Style Fixed Square
",other,other,other,other,other,other,other,other
"RIDGID 46753 Model 2017 Telescoping Basin Wrench with LED Light, 10-inch to 17-inch Adjustable Basin Wrench
Brand RIDGID
Item dimensions L x W x H 28 x 51 x 320 millimetres
Material Metal
Head style Fixed Square
Weight 1 Pounds
Features an improved jaw spring design for extended tool life
Built-in LED light provides light where you need it and has automatic shut-off timer for maximum battery life
180-degree pivoting T-handle allows easier access in tight spaces, while the 3/8-inch drive adapter offers additional leverage and maximum torque
Contoured grip overmold offers maximum comfort and increased leverage
Improved telescoping button design enables effortless telescoping from 10 inches to 17 inches for better reach
","RIDGID 46753 Model 2017 Telescoping Basin Wrench with LED Light, 10-inch to 17-inch Adjustable Basin Wrench
Features an improved jaw spring design for extended tool life
Built-in LED light provides light where you need it and has automatic shut-off timer for maximum battery life
180-degree pivoting T-handle allows easier access in tight spaces, while the 3/8-inch drive adapter offers additional leverage and maximum torque
Contoured grip overmold offers maximum comfort and increased leverage
Improved telescoping button design enables effortless telescoping from 10 inches to 17 inches for better reach
","Brand RIDGID
Item dimensions L x W x H 28 x 51 x 320 millimetres
Material Metal
Head style Fixed Square
Weight 1 Pounds
",metal,other,1pounds,other,2.8,5.1,32,led
