Input,UnstructuredText,StructuredText,Material,Colour,Weight,Volume,Length,Width,Height,Parts
"Vaughan DDT16 DDT Straight Claw Milled Face Titanium Hammer
Has milled face and a patented deep 'v' head design
Overstrike guide to reduce shock
Dalluge style
Extra leverage for removing nails
Strong hickory wood handle
Manufacturer Vaughan
Part Number DDT16
Product Dimensions 43.94 x 3.81 x 14.3 cm; 453.59 Grams
Item model number DDT16
Size Milled Face
Material Titanium head with hickory handle
Item Package Quantity 1
Number Of Pieces 1
Included Components Dalluge 7180 16 Ounce Titanium Hammer
Batteries included? No
Batteries Required? No
Item Weight 454 g
","Vaughan DDT16 DDT Straight Claw Milled Face Titanium Hammer
Has milled face and a patented deep 'v' head design
Overstrike guide to reduce shock
Dalluge style
Extra leverage for removing nails
Strong hickory wood handle
","Manufacturer Vaughan
Part Number DDT16
Product Dimensions 43.94 x 3.81 x 14.3 cm; 453.59 Grams
Item model number DDT16
Size Milled Face
Material Titanium head with hickory handle
Item Package Quantity 1
Number Of Pieces 1
Included Components Dalluge 7180 16 Ounce Titanium Hammer
Batteries included? No
Batteries Required? No
Item Weight 454 g
",metal,other,454g,other,43.94,3.81,14.3,handle
"Estwing ESTE325S E3-25S Big Blue Smooth Larger Face, 18"" Hndl, Framing Hammer, Nylon-Vinyl Grip, Silver
FORGED IN ONE PIECE – The most durable, longest lasting striking tools available
RIP CLAW VERSITILITY – Use for pulling nails, prying boards, demolition work, splitting wood and more
BUILT FOR THE PRO –Framers, roofers, carpenters, contractors, tradesman & serious DIYers
PATENTED SHOCK REDUCTION GRIP – Comfortable, durable & reduces impact vibration by 70%
MADE IN THE USA – Our tools are proudly crafted in Rockford, IL using the finest American steel
Manufacturer Estwing
Part Number E3-25S
Product Dimensions 14.99 x 3.81 x 45.72 cm; 708.74 Grams
Item model number E3-25S
Size Smooth Face
Colour Silver
Style Smooth Face
Item Package Quantity 1
Measurement System Metric
Included Components Estwing Hand Tool
Batteries included? No
Batteries Required? No
Item Weight 709 g
","Estwing ESTE325S E3-25S Big Blue Smooth Larger Face, 18"" Hndl, Framing Hammer, Nylon-Vinyl Grip, Silver
FORGED IN ONE PIECE – The most durable, longest lasting striking tools available
RIP CLAW VERSITILITY – Use for pulling nails, prying boards, demolition work, splitting wood and more
BUILT FOR THE PRO –Framers, roofers, carpenters, contractors, tradesman & serious DIYers
PATENTED SHOCK REDUCTION GRIP – Comfortable, durable & reduces impact vibration by 70%
MADE IN THE USA – Our tools are proudly crafted in Rockford, IL using the finest American steel
","Manufacturer Estwing
Part Number E3-25S
Product Dimensions 14.99 x 3.81 x 45.72 cm; 708.74 Grams
Item model number E3-25S
Size Smooth Face
Colour Silver
Style Smooth Face
Item Package Quantity 1
Measurement System Metric
Included Components Estwing Hand Tool
Batteries included? No
Batteries Required? No
Item Weight 709 g
",metal,silver,709g,other,14.99,3.81,45.72,other
"Estwing E16c Curved Claw Hammer - Leather Grip 16oz
Solid forged from one piece of American Steel for ultimate durability and strength
Curved claw leverage for added torque when pulling and prying nails or boards
Smooth faced hammer head, perfect for interior and finish work
Genuine leather grip has been hand sanded and lacquered for a durable yet comfortable finish
Proudly manufactured in Rockford, USA
Brand Estwing
Model Number E16C
Product Dimensions 37.34 x 13.11 x 6.53 cm; 680.39 Grams
Item Weight 680 g
","Estwing E16c Curved Claw Hammer - Leather Grip 16oz
Solid forged from one piece of American Steel for ultimate durability and strength
Curved claw leverage for added torque when pulling and prying nails or boards
Smooth faced hammer head, perfect for interior and finish work
Genuine leather grip has been hand sanded and lacquered for a durable yet comfortable finish
Proudly manufactured in Rockford, USA
","Brand Estwing
Model Number E16C
Product Dimensions 37.34 x 13.11 x 6.53 cm; 680.39 Grams
Item Weight 680 g
",metal,other,680g,16oz,37.34,13.11,6.53,other
"Hilka 60201600 Claw Hammers Fibre Glass Shaft Pro Craft, 16 oz
quality hammer with black head
has fibre glass shaft
fitted with comfortable rubber grip
Easy to use
Manufacturer Hilka
Part Number 60201600
Package Dimensions 34.79 x 12.9 x 3.2 cm; 710 Grams
Item model number 60201600
Size 16 oz
Item Package Quantity 1
Batteries included? No
Batteries Required? No
Item Weight 710 g
","Hilka 60201600 Claw Hammers Fibre Glass Shaft Pro Craft, 16 oz
quality hammer with black head
has fibre glass shaft
fitted with comfortable rubber grip
Easy to use
","Manufacturer Hilka
Part Number 60201600
Package Dimensions 34.79 x 12.9 x 3.2 cm; 710 Grams
Item model number 60201600
Size 16 oz
Item Package Quantity 1
Batteries included? No
Batteries Required? No
Item Weight 710 g
",plastic,other,710g,16oz,34.79,12.9,3.2,other
"Draper Redline 67669 110 g 4 oz Cross Pein Pin Hammer
Forged black painted head
Hardened and tempered
Polished faces and hardwood shaft
Manufacturer Draper REDLINE
Part Number 67669
Product Dimensions 32.5 x 9.9 x 1.7 cm; 188 Grams
Item model number 67669
Colour Blue
Item Package Quantity 1
Included Components Draper 110g (4oz) Cross Pein Pin Hammer
Batteries included? No
Batteries Required? No
Item Weight 188 g
","Draper Redline 67669 110 g 4 oz Cross Pein Pin Hammer
Forged black painted head
Hardened and tempered
Polished faces and hardwood shaft
","Manufacturer Draper REDLINE
Part Number 67669
Product Dimensions 32.5 x 9.9 x 1.7 cm; 188 Grams
Item model number 67669
Colour Blue
Item Package Quantity 1
Included Components Draper 110g (4oz) Cross Pein Pin Hammer
Batteries included? No
Batteries Required? No
Item Weight 188 g
",other,blue,188g,4oz,32.5,9.9,1.7,other
"Silverline 675160 Hardwood Sledge Hammer, 14 lb
Forged steel powder-coated head
Precision-ground striking faces
Hardwood shaft
Effective shock absorption
14 lb (6.35 kg)
Manufacturer SLTL4
Part Number 675160
Product Dimensions 240 x 100 x 9 cm; 6.35 Kilograms
Item model number 675160
Size 14 lb (6.35 kg)
Item Package Quantity 1
Number Of Pieces 1
Batteries included? No
Batteries Required? No
Item Weight 6.35 kg
","Silverline 675160 Hardwood Sledge Hammer, 14 lb
Forged steel powder-coated head
Precision-ground striking faces
Hardwood shaft
Effective shock absorption
14 lb (6.35 kg)
","Manufacturer SLTL4
Part Number 675160
Product Dimensions 240 x 100 x 9 cm; 6.35 Kilograms
Item model number 675160
Size 14 lb (6.35 kg)
Item Package Quantity 1
Number Of Pieces 1
Batteries included? No
Batteries Required? No
Item Weight 6.35 kg
",metal,other,6.35kg,other,240,100,9,other
"Rolson 10770 14 lb SLEDge Hammer
Sledge Hammer
Fibreglass Shaft
Shock absorbing
Rubber Grip
14lb
Manufacturer Rolson
Part Number 10770
Product Dimensions 92 x 18 x 7 cm; 6.35 Kilograms
Item model number 10770
Size 14 lb
Item Package Quantity 1
Batteries included? No
Batteries Required? No
Item Weight 6.35 kg
","Rolson 10770 14 lb SLEDge Hammer
Sledge Hammer
Fibreglass Shaft
Shock absorbing
Rubber Grip
14lb
","Manufacturer Rolson
Part Number 10770
Product Dimensions 92 x 18 x 7 cm; 6.35 Kilograms
Item model number 10770
Size 14 lb
Item Package Quantity 1
Batteries included? No
Batteries Required? No
Item Weight 6.35 kg
",plastic,other,6.35kg,other,92,18,7,other
"Milwaukee 4932464028 932464028 Curved Claw Hammer 570g (20oz)
Milwaukee 20oz /14"" Curved claw Hammer (20)
Item Package Length: 3.6cm
Item Package Width: 16.2cm
Item Package Height: 36.6cm
Manufacturer Milwaukee
Brand Milwaukee
Model Milwaukee 4932464028
Product Dimensions 35.71 x 17.4 x 10.69 cm; 948 Grams
Item model number 932464028
Manufacturer Part Number 4932464028
Cover Included Milwaukee 20oz /14"" Curved Claw Hammer (20)
Item Weight 948 g
","Milwaukee 4932464028 932464028 Curved Claw Hammer 570g (20oz)
Milwaukee 20oz /14"" Curved claw Hammer (20)
Item Package Length: 3.6cm
Item Package Width: 16.2cm
Item Package Height: 36.6cm
","Manufacturer Milwaukee
Brand Milwaukee
Model Milwaukee 4932464028
Product Dimensions 35.71 x 17.4 x 10.69 cm; 948 Grams
Item model number 932464028
Manufacturer Part Number 4932464028
Cover Included Milwaukee 20oz /14"" Curved Claw Hammer (20)
Item Weight 948 g
",other,other,948g,20oz,35.71,17.4,10.69,other
"Estwing E3/24SM 24oz Straight Claw Framing Hammer, Milled Face, Shock Reduction Grip
Solid forged from one piece of American Steel for ultimate durability and strength
Versatile rip claw used for pulling nails, prying boards, demolition work and splitting wood
Longer handle and larger face for more striking power and increased leverage
Patented shock reduction grip offers comfort, durability and reduced impact vibrations by 70%
Proudly manufactured in Rockford, USA
Manufacturer Estwing
Part Number E3-24SM
Product Dimensions 2.54 x 2.54 x 2.54 cm; 989 Grams
Item model number E3-24SM
Item Package Quantity 1
Batteries included? No
Batteries Required? No
Item Weight 989 g
","Estwing E3/24SM 24oz Straight Claw Framing Hammer, Milled Face, Shock Reduction Grip
Solid forged from one piece of American Steel for ultimate durability and strength
Versatile rip claw used for pulling nails, prying boards, demolition work and splitting wood
Longer handle and larger face for more striking power and increased leverage
Patented shock reduction grip offers comfort, durability and reduced impact vibrations by 70%
Proudly manufactured in Rockford, USA
","Manufacturer Estwing
Part Number E3-24SM
Product Dimensions 2.54 x 2.54 x 2.54 cm; 989 Grams
Item model number E3-24SM
Item Package Quantity 1
Batteries included? No
Batteries Required? No
Item Weight 989 g
",metal,other,989g,24oz,2.54,2.54,2.54,handle
"Estwing 22oz Smooth Face Straight Claw Framing Hammer with Vinyl Grip E3/22S
Manufacturer Estwing
Part Number E3-22S
Package Dimensions 40 x 15 x 4 cm; 435.45 Grams
Item model number E3/22S 22oz
Item Package Quantity 1
Batteries included? No
Batteries Required? No
Item Weight 435 g
","Estwing 22oz Smooth Face Straight Claw Framing Hammer with Vinyl Grip E3/22S
","Manufacturer Estwing
Part Number E3-22S
Package Dimensions 40 x 15 x 4 cm; 435.45 Grams
Item model number E3/22S 22oz
Item Package Quantity 1
Batteries included? No
Batteries Required? No
Item Weight 435 g
",other,other,435g,other,40,15,4,other
"Thor 314 Copper Hammer Size 3
Two cylindrical faces of electrolytic copper
Wooden handle
Ideal where a heavy blow is required
Malleable iron head
Replaceable faces
Manufacturer Thor
Part Number ANGTH04314
Product Dimensions 33.78 x 5.08 x 2.54 cm; 1.91 Kilograms
Item model number ANGTH04314
Size Size 3
Item Package Quantity 1
Number Of Pieces 1
Measurement System Metric
Included Components Hammers, Handtools, Dead blow hammer
Batteries included? No
Batteries Required? No
Item Weight 1.91 kg
","Thor 314 Copper Hammer Size 3
Two cylindrical faces of electrolytic copper
Wooden handle
Ideal where a heavy blow is required
Malleable iron head
Replaceable faces
","Manufacturer Thor
Part Number ANGTH04314
Product Dimensions 33.78 x 5.08 x 2.54 cm; 1.91 Kilograms
Item model number ANGTH04314
Size Size 3
Item Package Quantity 1
Number Of Pieces 1
Measurement System Metric
Included Components Hammers, Handtools, Dead blow hammer
Batteries included? No
Batteries Required? No
Item Weight 1.91 kg
",metal,other,1.91kg,other,33.78,5.08,2.54,handle
"STANLEY STA251367 Demolition Hammer
One-piece forged construction
Demolition claw head with a knurled anti-slip strike face
Long handle with a ergonomic grip
Ideal for prying, pulling and plasterboard grabbing
Manufacturer Stanley
Part Number STA513672
Product Dimensions 1 x 1 x 1 cm; 998 Grams
Item model number FMHT51367-2
Item Package Quantity 1
Included Components Demolition Hammer
Batteries included? No
Batteries Required? No
Item Weight 998 g
","STANLEY STA251367 Demolition Hammer
One-piece forged construction
Demolition claw head with a knurled anti-slip strike face
Long handle with a ergonomic grip
Ideal for prying, pulling and plasterboard grabbing
","Manufacturer Stanley
Part Number STA513672
Product Dimensions 1 x 1 x 1 cm; 998 Grams
Item model number FMHT51367-2
Item Package Quantity 1
Included Components Demolition Hammer
Batteries included? No
Batteries Required? No
Item Weight 998 g
",other,other,998g,other,1,1,1,handle
"MAXPOWER Sledge Hammer, 4lb/1800G Club Hammer with Steel Head and Shock-Resistant 12-inch/310mm Fiberglass Handle
【Comfort Grip Handle】- The non-slip ergonomic handle of the Fibreglass Club Hammer avoids any slips and delivers a comfortable grip.
【Shock Absorption】- The fiberglass component of the Lump Hammer absorbs shock and minimizes vibration.
【Steel Head】- Drop forged Steel hammer head with corrosion-resistant surface. Hammer Face Diameter : 50mm/1.95 inch. Hammer Head Length : 130mm/5.12 inch
【Versatility On The Job】- Use with chisels, punches, star drills, hardened nails & more. Great choice for personal or professional use, construction, repair etc.
【Woodworking Helper】- As Drilling hammer or engineer hammer, which makes driving spikes or wedges easier.
Manufacturer MAXPOWER
Part Number M24260
Package Dimensions 38.9 x 17.8 x 5.8 cm; 2.13 Kilograms
Manufacturer reference M24260
Size 4 lbs Sledge Hammer
Colour Sledgehammers
Material Steel Head, Fiberglass Handle
Item Package Quantity 1
Batteries included? No
Batteries Required? No
Item Weight 2.13 kg
","MAXPOWER Sledge Hammer, 4lb/1800G Club Hammer with Steel Head and Shock-Resistant 12-inch/310mm Fiberglass Handle
【Comfort Grip Handle】- The non-slip ergonomic handle of the Fibreglass Club Hammer avoids any slips and delivers a comfortable grip.
【Shock Absorption】- The fiberglass component of the Lump Hammer absorbs shock and minimizes vibration.
【Steel Head】- Drop forged Steel hammer head with corrosion-resistant surface. Hammer Face Diameter : 50mm/1.95 inch. Hammer Head Length : 130mm/5.12 inch
【Versatility On The Job】- Use with chisels, punches, star drills, hardened nails & more. Great choice for personal or professional use, construction, repair etc.
【Woodworking Helper】- As Drilling hammer or engineer hammer, which makes driving spikes or wedges easier.
","Manufacturer MAXPOWER
Part Number M24260
Package Dimensions 38.9 x 17.8 x 5.8 cm; 2.13 Kilograms
Manufacturer reference M24260
Size 4 lbs Sledge Hammer
Colour Sledgehammers
Material Steel Head, Fiberglass Handle
Item Package Quantity 1
Batteries included? No
Batteries Required? No
Item Weight 2.13 kg
",metal,other,2.13kg,other,38.9,17.8,5.8,handle
"Silverline 580456 Fibreglass Claw Hammer, 8 oz
Forged steel polished head
Shock-absorbing fibreglass shaft with nylon surround
High-grip rubber handle
For driving in or levering nails out
8oz (227 g)
Manufacturer SLTL4
Part Number 580456
Product Dimensions 28.5 x 3 x 11 cm; 226.8 Grams
Item model number 580456
Size 8oz (227g)
Item Package Quantity 1
Batteries included? No
Batteries Required? No
Item Weight 227 g
","Silverline 580456 Fibreglass Claw Hammer, 8 oz
Forged steel polished head
Shock-absorbing fibreglass shaft with nylon surround
High-grip rubber handle
For driving in or levering nails out
8oz (227 g)
","Manufacturer SLTL4
Part Number 580456
Product Dimensions 28.5 x 3 x 11 cm; 226.8 Grams
Item model number 580456
Size 8oz (227g)
Item Package Quantity 1
Batteries included? No
Batteries Required? No
Item Weight 227 g
",metal,other,227g,8oz,28.5,3,11,handle
"Stanley HAMMER TACKER
Brand Stanley
Colour Multi
Material Alloy Steel, Rubber
Item dimensions L x W x H 32 x 11.3 x 4.4 centimetres
Style Single
Operation mode Manual
Weight 2.18 Pounds
Rubber grip
Heavy-duty steel construction
Suitable for furniture fabrication
Manufacturer Stanley Black & Decker
Part Number STA0PHT150
Product Dimensions 32 x 11.3 x 4.39 cm; 988.83 Grams
Item model number STA0PHT150
Colour Multi
Style Single
Material Alloy Steel, Rubber
Item Package Quantity 1
Batteries included? No
Batteries Required? No
Item Weight 989 g
","Stanley HAMMER TACKER
Rubber grip
Heavy-duty steel construction
Suitable for furniture fabrication
","Brand Stanley
Colour Multi
Material Alloy Steel, Rubber
Item dimensions L x W x H 32 x 11.3 x 4.4 centimetres
Style Single
Operation mode Manual
Weight 2.18 Pounds
Manufacturer Stanley Black & Decker
Part Number STA0PHT150
Product Dimensions 32 x 11.3 x 4.39 cm; 988.83 Grams
Item model number STA0PHT150
Colour Multi
Style Single
Material Alloy Steel, Rubber
Item Package Quantity 1
Batteries included? No
Batteries Required? No
Item Weight 989 g
",metal,other,989g,other,32,11.3,4.4,other
"Estwing E3-20BLC 20-Ounce Mason Hammer with Vinyl Nylon Cushion Grip
20 ounce size
Steel handle
Vinyl nylon cushion grip
Always wear eye protection
Manufacturer Estwing
Part Number E320BLC
Product Dimensions 27.94 x 17.78 x 2.54 cm; 771.11 Grams
Item model number E3‐20BLC
Item Package Quantity 1
Batteries included? No
Batteries Required? No
Item Weight 771 g
","Estwing E3-20BLC 20-Ounce Mason Hammer with Vinyl Nylon Cushion Grip
20 ounce size
Steel handle
Vinyl nylon cushion grip
Always wear eye protection
","Manufacturer Estwing
Part Number E320BLC
Product Dimensions 27.94 x 17.78 x 2.54 cm; 771.11 Grams
Item model number E3‐20BLC
Item Package Quantity 1
Batteries included? No
Batteries Required? No
Item Weight 771 g
",metal,other,771g,20oz,27.94,17.78,2.54,handle
"Estwing ALBKM 14 Oz Black Vinyl Grip Aluminum Hammer with Milled Face, 14 Ounce
For the casual user to the projessional
Crafted with quality and in America
International products have separate terms, are sold from abroad and may differ from local products, including fit, age ratings, and language of product, labeling or instructions.
Manufacturer Estwing
Part Number ALBKM
Product Dimensions 40.64 x 13.34 x 3.81 cm; 766.57 Grams
Item model number ALBKM
Size 14 Ounce
Style Milled Face
Item Package Quantity 1
Measurement System Metric
Special Features Overall Length 16"" / 406 mm, Milled Face, Head Weight 14 oz / 393g, Product Code - ALBKM
Batteries included? No
Batteries Required? No
Item Weight 767 g
","Estwing ALBKM 14 Oz Black Vinyl Grip Aluminum Hammer with Milled Face, 14 Ounce
For the casual user to the projessional
Crafted with quality and in America
International products have separate terms, are sold from abroad and may differ from local products, including fit, age ratings, and language of product, labeling or instructions.
","Manufacturer Estwing
Part Number ALBKM
Product Dimensions 40.64 x 13.34 x 3.81 cm; 766.57 Grams
Item model number ALBKM
Size 14 Ounce
Style Milled Face
Item Package Quantity 1
Measurement System Metric
Special Features Overall Length 16"" / 406 mm, Milled Face, Head Weight 14 oz / 393g, Product Code - ALBKM
Batteries included? No
Batteries Required? No
Item Weight 767 g
",metal,other,767g,14oz,40.64,13.34,3.81,other
"Thor 710 Nylon Hammer 1.Lb
Screw-in nylon faces
Multipurpose striking tool
Available in 6 different weights
Lightweight
Hard wearing
Manufacturer Thor
Part Number TOO-THO710
Product Dimensions 9.91 x 29.69 x 3.2 cm; 421.84 Grams
Item model number 11-710N
Size 1 lb
Material Nylon/Steel/wood
Item Package Quantity 1
Number Of Pieces 1
Included Components Hammer
Batteries included? No
Batteries Required? No
Item Weight 422 g
","Thor 710 Nylon Hammer 1.Lb
Screw-in nylon faces
Multipurpose striking tool
Available in 6 different weights
Lightweight
Hard wearing
","Manufacturer Thor
Part Number TOO-THO710
Product Dimensions 9.91 x 29.69 x 3.2 cm; 421.84 Grams
Item model number 11-710N
Size 1 lb
Material Nylon/Steel/wood
Item Package Quantity 1
Number Of Pieces 1
Included Components Hammer
Batteries included? No
Batteries Required? No
Item Weight 422 g
",metal,other,422g,other,9.91,29.69,3.2,other
"Estwing EMR20C Surestrike All Steel Curved Claw Hammer 20Oz
Solid forged head and shaft for maximum durability and strength
Curved claw leverage for added torque when pulling and prying nails or boards
Unique large D shaped striking face
Injection moulded grip which provides comfort
Brand Estwing
Model Number ESTEMR20C
Product Dimensions 36 x 12.6 x 3.4 cm; 570 Grams
Item Weight 570 g
","Estwing EMR20C Surestrike All Steel Curved Claw Hammer 20Oz
Solid forged head and shaft for maximum durability and strength
Curved claw leverage for added torque when pulling and prying nails or boards
Unique large D shaped striking face
Injection moulded grip which provides comfort
","Brand Estwing
Model Number ESTEMR20C
Product Dimensions 36 x 12.6 x 3.4 cm; 570 Grams
Item Weight 570 g
",metal,other,570g,20oz,36,12.6,3.4,other
"Faithfull HWALL Walling / Masons Hammer
Walling or mason's hammer
Hickory handle
Weight: 1.1 kg
Brand Faithfull
Model Number FAIHWALL
Product Dimensions 5 x 18 x 26 cm; 1.21 Kilograms
Material Metal
Item Weight 1.21 kg
","Faithfull HWALL Walling / Masons Hammer
Walling or mason's hammer
Hickory handle
Weight: 1.1 kg
","Brand Faithfull
Model Number FAIHWALL
Product Dimensions 5 x 18 x 26 cm; 1.21 Kilograms
Material Metal
Item Weight 1.21 kg
",metal,other,1.21kg,other,5,18,26,handle
"Estwing E3/22SR 22 Oz Framing Hammer W/Milled Face, Blue Grip, Silver, Smooth
Solid forged from one piece of American Steel for ultimate durability and strength
Versatile rip claw used for pulling nails, prying boards, demolition work and splitting wood
Longer handle and larger face for more striking power and increased leverage
Patented shock reduction grip offers comfort, durability and reduced impact vibrations by 70%
Proudly manufactured in Rockford, USA
Manufacturer Estwing
Part Number E3-22SR
Product Dimensions 13.97 x 3.18 x 34.8 cm; 623.69 Grams
Item model number E3-22SR
Size Smooth Face
Colour Silver
Style Smooth Face
Item Package Quantity 1
Number Of Pieces 1
Measurement System Metric
Batteries included? No
Batteries Required? No
Item Weight 624 g
","Estwing E3/22SR 22 Oz Framing Hammer W/Milled Face, Blue Grip, Silver, Smooth
Solid forged from one piece of American Steel for ultimate durability and strength
Versatile rip claw used for pulling nails, prying boards, demolition work and splitting wood
Longer handle and larger face for more striking power and increased leverage
Patented shock reduction grip offers comfort, durability and reduced impact vibrations by 70%
Proudly manufactured in Rockford, USA
","Manufacturer Estwing
Part Number E3-22SR
Product Dimensions 13.97 x 3.18 x 34.8 cm; 623.69 Grams
Item model number E3-22SR
Size Smooth Face
Colour Silver
Style Smooth Face
Item Package Quantity 1
Number Of Pieces 1
Measurement System Metric
Batteries included? No
Batteries Required? No
Item Weight 624 g
",metal,silver,624g,22oz,13.97,3.18,34.8,handle
"Estwing E15SR ESEBM Ultra Hammer, 15 oz (Ounces) Short Handle
Solid forged from one piece of American Steel for ultimate durability and strength
Magnetic nail starter allow for one handed, fast and accurate nailing
Versatile rip claw used for pulling nails, prying boards, demolition work and splitting wood
Genuine leather grip has been hand sanded and lacquered for a durable yet comfortable finish
Proudly manufactured in Rockford, USA
Manufacturer Estwing
Part Number E15SR
Product Dimensions 34.59 x 13.64 x 4.11 cm; 821 Grams
Item model number E15SR
Size 15 oz (Ounces) Short Handle
Style Smooth Face (Short Handle)
Material Synthetic
Item Package Quantity 1
Number Of Pieces 1
Number of handles 1
Included Components 1 x Estwing E15SR 15oz Ultra Hammer, Smooth Face, Leather Grip
Batteries included? No
Batteries Required? No
Item Weight 821 g
","Estwing E15SR ESEBM Ultra Hammer, 15 oz (Ounces) Short Handle
Solid forged from one piece of American Steel for ultimate durability and strength
Magnetic nail starter allow for one handed, fast and accurate nailing
Versatile rip claw used for pulling nails, prying boards, demolition work and splitting wood
Genuine leather grip has been hand sanded and lacquered for a durable yet comfortable finish
Proudly manufactured in Rockford, USA
","Manufacturer Estwing
Part Number E15SR
Product Dimensions 34.59 x 13.64 x 4.11 cm; 821 Grams
Item model number E15SR
Size 15 oz (Ounces) Short Handle
Style Smooth Face (Short Handle)
Material Synthetic
Item Package Quantity 1
Number Of Pieces 1
Number of handles 1
Included Components 1 x Estwing E15SR 15oz Ultra Hammer, Smooth Face, Leather Grip
Batteries included? No
Batteries Required? No
Item Weight 821 g
",metal,other,821g,15oz,34.59,13.64,4.11,handle
"Stanley STHT0-51312 Roofing Hammer Fibreglass 600 g Rough
Improved swing power
Fibreglass core for more power and longer durability
Epoxy resin reinforced compound between Head and handle
Polished head
Ergonomic non-slip handle
Manufacturer BLAMT
Part Number STHT0-51312
Product Dimensions 32.5 x 17 x 3 cm; 780 Grams
Item model number STHT0-51312
Item Package Quantity 1
Number Of Pieces 1
Measurement System Metric
Included Components Roofing hammer.
Batteries included? No
Batteries Required? No
Item Weight 780 g
","Stanley STHT0-51312 Roofing Hammer Fibreglass 600 g Rough
Improved swing power
Fibreglass core for more power and longer durability
Epoxy resin reinforced compound between Head and handle
Polished head
Ergonomic non-slip handle
","Manufacturer BLAMT
Part Number STHT0-51312
Product Dimensions 32.5 x 17 x 3 cm; 780 Grams
Item model number STHT0-51312
Item Package Quantity 1
Number Of Pieces 1
Measurement System Metric
Included Components Roofing hammer.
Batteries included? No
Batteries Required? No
Item Weight 780 g
",plastic,other,780g,other,32.5,17,3,handle
"200g Geologist Hammer Genuine Hickory Handle Pick Fossil Pointed Tip Rock 7oz
200g Geologist's Hammer
Genuine Hickory Handle
For fossil finding
Blunt & chisel head
Lightweight
Manufacturer AB Tools-Toolzone
Part Number TF536
Product Dimensions 28.5 x 9 x 2 cm; 250 Grams
Manufacturer reference TF536
Batteries included? No
Batteries Required? No
Item Weight 250 g
","200g Geologist Hammer Genuine Hickory Handle Pick Fossil Pointed Tip Rock 7oz
200g Geologist's Hammer
Genuine Hickory Handle
For fossil finding
Blunt & chisel head
Lightweight
","Manufacturer AB Tools-Toolzone
Part Number TF536
Product Dimensions 28.5 x 9 x 2 cm; 250 Grams
Manufacturer reference TF536
Batteries included? No
Batteries Required? No
Item Weight 250 g
",other,other,250g,7oz,28.5,9,2,handle
"Stanley STHT0-54128 1500g Fiberglass Club Hammer
Fiberglass core for strength and durability
Improved overstrike protection for longer life
Enhanced bi-material grip
Peel resistant for longer life
1500G weight requires less effort
Manufacturer Stanley Black & Decker
Part Number STHT0-54128
Product Dimensions 26 x 10.95 x 4.46 cm; 1.67 Kilograms
Item model number STHT0-54128
Style Club Hammer(1500g)
Item Package Quantity 1
Number Of Pieces 1
Measurement System Metric
Included Components 1500g Fiberglass Club Hammer
Batteries included? No
Batteries Required? No
Item Weight 1.67 kg
","Stanley STHT0-54128 1500g Fiberglass Club Hammer
Fiberglass core for strength and durability
Improved overstrike protection for longer life
Enhanced bi-material grip
Peel resistant for longer life
1500G weight requires less effort
","Manufacturer Stanley Black & Decker
Part Number STHT0-54128
Product Dimensions 26 x 10.95 x 4.46 cm; 1.67 Kilograms
Item model number STHT0-54128
Style Club Hammer(1500g)
Item Package Quantity 1
Number Of Pieces 1
Measurement System Metric
Included Components 1500g Fiberglass Club Hammer
Batteries included? No
Batteries Required? No
Item Weight 1.67 kg
",plastic,other,1.67kg,other,26,10.95,4.46,other
"Estwing E6/19SM Framing Hammer Jacketed Fiberglass Handle, 22-Ounce, Blue, 540g (19oz)
Solid forged from one piece of American Steel for ultimate durability and strength
Magnetic nail starter allow for one handed, fast and accurate nailing
Versatile rip claw used for pulling nails, prying boards, demolition work and splitting wood
Patented shock reduction grip offers comfort, durability and reduced impact vibrations by 70%
Proudly manufactured in Rockford, USA
Manufacturer Estwing
Part Number E6-19SM
Product Dimensions 14.71 x 4.22 x 39.05 cm; 939.99 Grams
Item model number E6-19SM
Size 540g (19oz)
Colour Blue
Style Milled Face
Item Package Quantity 1
Measurement System Metric
Included Components 1 x Estwing E6/19SM 19oz Ultra Framing Hammer, Milled Face, Shock Reduction Grip
Batteries included? No
Batteries Required? No
Item Weight 940 g
","Estwing E6/19SM Framing Hammer Jacketed Fiberglass Handle, 22-Ounce, Blue, 540g (19oz)
Solid forged from one piece of American Steel for ultimate durability and strength
Magnetic nail starter allow for one handed, fast and accurate nailing
Versatile rip claw used for pulling nails, prying boards, demolition work and splitting wood
Patented shock reduction grip offers comfort, durability and reduced impact vibrations by 70%
Proudly manufactured in Rockford, USA
","Manufacturer Estwing
Part Number E6-19SM
Product Dimensions 14.71 x 4.22 x 39.05 cm; 939.99 Grams
Item model number E6-19SM
Size 540g (19oz)
Colour Blue
Style Milled Face
Item Package Quantity 1
Measurement System Metric
Included Components 1 x Estwing E6/19SM 19oz Ultra Framing Hammer, Milled Face, Shock Reduction Grip
Batteries included? No
Batteries Required? No
Item Weight 940 g
",metal,blue,940g,19oz,14.71,4.22,39.05,handle
